specimen_id,3db_freq_chirp,adapt_hero,adapt_max,adapt_mean,adp_v_last_rheo,ahp_delay_ratio_5spike,ahp_delay_ratio_hero,avg_rate_hero,avg_rate_rheo,downstroke_adapt_ratio,downstroke_hero,downstroke_ramp,downstroke_rheo,downstroke_short_square,fast_trough_deltav_hero,fast_trough_deltav_ramp,fast_trough_deltav_rheo,fast_trough_deltav_short_square,fast_trough_v_adapt_ratio,fast_trough_v_last_rheo,fi_fit_slope,first_isi_inv_hero,first_isi_inv_rheo,input_resistance,isi_adapt_ratio,isi_cv_hero,isi_cv_max,isi_cv_mean,isi_norm_sq_var_hero,isi_norm_sq_var_max,isi_norm_sq_var_mean,latency_hero,latency_rheo,low_freq_impedance_chirp,mean_isi_hero,mean_isi_rheo,median_isi_hero,peak_deltav_hero,peak_deltav_ramp,peak_deltav_rheo,peak_deltav_short_square,peak_freq_chirp,peak_impedance_chirp,peak_ratio_chirp,peak_v_adapt_ratio,phase_low_chirp,phase_peak_chirp,postap_slope_hero,postap_slope_ramp,postap_slope_rheo,postap_slope_short_square,rheobase_i,sag,sag_area,sag_area_depol,sag_depol,sag_peak_t,sag_peak_t_depol,sag_tau,sync_freq_chirp,tau,threshold_i_ramp,threshold_v_adapt_ratio,threshold_v_hero,threshold_v_ramp,threshold_v_rheo,threshold_v_short_square,total_inductive_phase_chirp,trough_deltav_hero,trough_deltav_ramp,trough_deltav_rheo,trough_slowdeltav_hero,trough_slowdeltav_rheo,upstroke_adapt_ratio,upstroke_downstroke_ratio_hero,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_rheo,upstroke_downstroke_ratio_short_square,upstroke_hero,upstroke_ramp,upstroke_rheo,upstroke_short_square,v_baseline,vm_for_sag,width_adapt_ratio,width_hero,width_ramp,width_rheo,width_short_square,width_suprathresh_hero,width_suprathresh_ramp,width_suprathresh_rheo,width_suprathresh_short_square,dataset,avg_rate_max,blowout_mv_qc,electrode_0_pa_qc,fail_tags_qc,failed_blowout,failed_electrode_0,failed_fx_chirps,failed_fx_long_squares,failed_fx_ramps,failed_fx_short_squares,failed_fx_sweep_features,failed_input_access_resistance,failed_qc,failed_seal,fast_trough_v_hero,fast_trough_v_rheo,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,input_resistance_mohm_qc,input_resistance_ss,ir_late_hero,ir_late_mean,peak_v_hero,peak_v_rheo,recording_date_qc,sag_tau_depol,seal_gohm_qc,trough_v_hero,trough_v_ramp,trough_v_rheo
548480353,,0.0514103509396021,,0.086733632342422,,0.291165928737086,0.2238385734396975,19.000000000000007,4.000000000000002,0.9075392493379428,-57.28541376638135,-50.35491554835996,-48.952680517018294,-48.1541693603432,1.7187461853027344,0.3437538146972656,3.3125038146972656,,,-52.875,0.2773148142246086,70.02801120448254,127.8772378516634,345.9489345550537,1.5813817330210798,0.3704652311659368,,0.3375521456233327,,,,0.01252,0.0985599999999999,,0.0536555555555555,0.2345466666666666,0.0473599999999999,53.78125,52.531253814697266,49.937503814697266,51.656253814697266,,,,-1.599999847412124,,,0.0212477348047713,-0.0618136224982138,-0.2257089521673419,,10.0,0.0896948352456092,0.5973600390630974,,,0.1689799999999999,,0.2336551183068757,,0.0268040061630368,6.875,0.9794313384820466,-53.84375,-52.343753814697266,-51.156253814697266,-51.656253814697266,,,,,-1.0624961853027344,-0.34375,0.8973768606292246,2.804616132360379,2.88790346042739,2.94910048814167,2.8740565087458205,160.66359559813247,145.4201348616377,144.36637400858186,138.39780387334292,-69.50034499168396,-93.37500762939452,1.1379310344826992,0.0009799999999999,0.00112,0.00106,0.0011999999999998,0.0009799999999999,0.0011399999999999,0.0011000000000001,0.00116,L1,45.000000000000014,,-60.654998779296875,,False,False,True,False,False,False,False,False,False,False,-52.125003814697266,-47.84375,16.368773,0.005795464504088,2824.41088,336.59187969870635,0.1212760966455538,0.2368091557887436,-0.0625,-1.21875,2016-09-30 01:04:10,,3.0954672640000003,-53.1875,-65.21875762939453,-48.1875
567737682,,0.172754665,0.490856781,0.232873512,,0.023307398,0.110332399,9.0,2.0,0.756047541,-47.25289353,-42.97590195,-43.59374327,-50.37796337,-6.53125,-12.34374619,-11.40625,-5.218746185,1.029065828,-44.87500381,0.159314358,62.03473945,40.6504065,309.2447817,39.072,0.5431476,1.356520137,0.347074196,0.053105575,0.303743091,0.10644405,0.05232,0.15168,,0.1169325,0.0246,0.14423,77.84375763,77.37500381,77.56250381,79.93750763,,,,1.002349256,,,0.390250779,-0.634955358,-0.745274555,0.637375142,29.99999809,0.067465916,0.0,0.0,0.021691466,0.10492,0.22464,,,0.035360139,34.75,0.885477178,-37.53125381,-36.15625381,-36.25000381,-40.25000381,,-6.812496185,-13.15625,-11.93749619,-0.281246185,-0.531246185,0.793015957,5.436303131,5.830875401,5.932700889,5.381543495,256.881053,250.5871295,258.6286395,271.1112011,-70.32022388,-100.40625,1.328947368,0.00146,0.00168,0.00164,0.00136,0.00136,0.0015,0.00144,0.0013,LeeDalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567773648,,0.013948849,0.049973863,0.01702663,-40.84375,0.020550215,0.168894289,32.0,6.0,0.888116924,-70.27851669,,-73.07513812,-75.98214787,-8.437498093,,-13.15625191,-13.93750191,0.959660301,-41.40625,0.388806757,70.42253521,7.479431563,321.7187226,1.629037081,0.173077945,0.237778313,0.184614912,0.002550971,0.015752361,0.004442736,0.02258,0.10366,,0.030974839,0.168804,0.03292,68.53125191,,72.65625572,66.31250572,,,,0.945236314,,,0.478957674,,-0.811670001,-1.262602805,29.99999809,0.053183503,0.0,0.0,0.083085306,0.03892,0.19442,,,0.015452686,,0.948588713,-31.37500191,,-31.00000191,-30.84375191,,-8.656248093,,-13.49999809,-0.21875,-0.343746185,0.772093149,3.244634363,,3.213047772,3.364930813,228.0280903,,234.7939097,255.6746706,-60.91753188,-97.0,1.111111111,0.00102,,0.00108,0.00098,0.00094,,0.00098,0.00086,LeeDalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569817514,,0.0047292368822725,,0.0213980106367433,,0.0747435271128477,0.1329268292682972,36.000000000000014,8.000000000000004,0.904796958888242,-114.07388361768132,-102.3455912051608,-106.09389058346414,-104.14101974602406,-15.531253814697266,-18.031253814697266,-16.78125,,,-54.15625,0.5441136193136444,42.08754208754208,10.827197921178,468.6198830604553,1.256765533665298,0.0904900304001531,,0.1300787178239793,,,,0.0155799999999999,0.0579799999999999,,0.027892,0.1169914285714285,0.0274799999999999,77.1875,79.65625381469727,79.09375762939453,76.4375,,,,0.9747398818820192,,,0.0975835313174578,-0.4345337931129359,-1.6651332111714705,,10.0,0.1516790091991424,1.276024531251276,0.0,0.0601532235741615,0.0541,0.75664,0.0397635740861187,,0.0241425090274859,9.625,0.9670885079723236,-37.40625,-37.5,-37.031253814697266,-37.5,,,,,-0.5625,-2.78125,0.85152457664659,3.5311278075007166,3.862862176853852,3.794085024989881,3.7775943892477097,402.80946255199495,395.3469132341619,402.52924150563626,393.4025318831154,-58.131759280250186,-100.56250762939452,1.1219512195119046,0.00072,0.0008399999999999,0.00082,0.00078,0.0006399999999999,0.00072,0.0006999999999999,0.00068,L1,76.00000000000003,,-3.9700000286102295,,False,False,True,False,False,False,False,False,False,False,-52.937503814697266,-53.812503814697266,10.879804,0.0163359761094537,666.0026879999999,406.9412480850806,0.0711887172599028,0.0845872635645902,39.78125,42.062503814697266,2017-02-14 21:19:53,,2.012387968,-53.500003814697266,-57.156253814697266,-56.593753814697266
569844356,,0.0126912688237177,,0.0336902156368584,,0.0146437623204729,0.1546454767726255,35.000000000000014,5.000000000000002,0.9113848178686084,-88.48967936010219,-85.25602289764103,-92.03885755549344,-98.80991232032484,-11.687503814697266,-15.4375,-16.718746185302734,,,-53.500003814697266,0.4549190926134585,70.82152974504183,9.15750915750916,571.484386920929,2.600512632735261,0.1445581449739612,,0.1769044036915265,,,,0.0055399999999998,0.03028,,0.0290570588235294,0.175205,0.0304700000000001,73.03125190734863,74.90625381469727,74.40625762939453,74.8125,,,,0.9897872351035536,,,0.5571692030475849,0.4327760083493159,-0.1876009187158456,,20.0,0.1649316996335983,1.872739218751873,0.2724135742190224,0.3831224143505096,0.08572,0.07268,0.1299605106723826,,0.0154586941290997,22.125,0.998341625375156,-42.34375,-39.343753814697266,-37.687503814697266,-41.3125,,,,,-0.1875,-0.3750038146972656,0.8969884011715876,3.058174417113513,3.1837144576392653,3.1558783012355405,2.9821169764635216,270.61687359764215,271.430832700044,290.46343342989053,294.6627169733128,-55.815235658125445,-99.00000762939452,1.0888888888889876,0.0008799999999999,0.0009599999999998,0.0008999999999999,0.0008399999999999,0.00076,0.0008399999999999,0.0007599999999998,0.0007399999999999,L1,70.00000000000003,,-60.65999984741211,,False,False,True,False,False,False,False,False,False,False,-54.031253814697266,-54.40625,11.378175,0.0096121252352695,1183.731456,494.9885607322849,0.1255255255255273,0.1827093355902592,30.687501907348633,36.718753814697266,2017-02-14 23:16:24,0.0237844216351375,1.340172544,-54.218753814697266,-55.406253814697266,-54.781253814697266
569871062,,0.008011372,0.068536025,0.019567373,,0.079501169,0.089037571,29.0,5.0,0.900585843,-110.2585294,-101.6356694,-102.7016904,-107.1900033,-13.5625,-14.28125,-13.71875381,-16.37500191,1.017857069,-52.96875,0.485665912,39.65107058,6.995942353,430.4687381,1.256259617,0.106653773,0.294150576,0.166299613,0.000505517,0.026339678,0.006433356,0.01742,0.10638,,0.033871429,0.19725,0.0344,78.15625,80.96875381,81.28125,76.32812881,,,,0.979411765,,,-0.258203523,0.27668558,-1.057867686,-1.098127313,10.0,0.137212068,1.062211875,0.0,0.105976999,0.03604,0.14176,0.060962021,,0.017163136,10.25,0.961321613,-38.59375,-39.03125381,-38.78125,-36.79687691,,-13.96875,-17.5,-17.96875381,-0.40625,-4.25,0.892614994,3.39325176,3.581990778,3.600936051,3.508495012,374.134949,364.0580307,369.8222195,375.4047213,-61.51298089,-99.31250763,1.128205128,0.00074,0.00082,0.00078,0.00074,0.00066,0.00074,0.0007,0.00065,both,77.00000000000003,,-49.04249954223633,,False,False,True,False,False,False,False,False,False,False,-52.15625,-52.500003814697266,10.466652,0.0113525403081402,921.965632,384.41949828645227,0.0651616213442787,0.1140642530699235,39.5625,42.5,2017-02-15 00:43:03,,3.51547776,-52.5625,-56.531253814697266,-56.750003814697266
569883339,,,,0.0317392202961179,,0.0672454617206004,,1.0000000000000004,1.0000000000000004,0.8919349013295415,-93.38264427718237,-80.32728924246052,-88.40043990985299,-96.65764988505924,-12.812503814697266,-18.968753814697266,-16.062496185302734,,,-54.0,0.2659125754841357,,,290.49474000930786,1.3510354041416175,,,0.1677337037915562,,,,0.0421199999999999,0.0977399999999999,,,,,66.34375190734863,62.84375,64.7187557220459,65.95312881469727,,,,1.030892448512586,,,-1.7171113878658193,-1.3836419673035345,-0.7327253696908493,,50.0,0.1081358045339584,0.6088475781256089,0.3526473046878526,0.065449982881546,0.0866599999999999,0.0768199999999998,229.15520223109831,,0.0213200887493661,57.75,0.8840360633173505,-41.46875,-34.84375,-37.937503814697266,-42.53125190734863,,,,,-1.125,-3.4687538146972656,0.8930174972962353,2.084651296187123,2.244761109851367,2.255769113644169,2.0303324016590136,194.67025043380923,180.31557495125747,199.41098198120372,196.23071690612463,-76.60811352729797,-100.6875,1.15555555555532,0.00092,0.0011000000000001,0.0010000000000001,0.0008999999999999,0.00082,0.0009000000000001,0.0008399999999999,0.0007699999999999,L1,50.000000000000014,,-60.962501525878906,,False,False,True,False,False,False,False,False,False,False,-54.281253814697266,-54.0,11.230933,0.0223609804118952,502.25584,262.32741169695,,0.1377381554729954,24.875001907348633,26.781251907348633,2017-02-15 02:13:10,,2.8217953280000003,-55.406253814697266,-56.906253814697266,-57.468753814697266
571674365,,0.007958516,0.067198279,0.008997137,,0.137323127,0.157176952,20.0,4.0,0.903968851,-78.06792547,-68.67731961,-77.57263451,-73.05779789,-13.84375381,-17.43750381,-15.49999619,-15.24999809,1.000503586,-63.03125763,0.277435064,22.70663034,4.251339172,514.19276,1.010566242,0.069764246,0.111750443,0.070863839,0.000418778,0.006003273,0.001465364,0.01202,0.07452,,0.050911579,0.234106667,0.0503,77.37500191,79.28125763,80.68750381,80.31250381,,,,0.984127045,,,-1.941255031,-1.063016264,-0.917211273,-0.844305314,10.0,0.010465751,0.0,,,0.30174,,,,0.028273572,2.5,0.959397435,-45.9375,-46.84375381,-47.40625381,-49.39062691,,-16.90625381,-20.43749619,-18.96874619,-3.0625,-3.46875,0.878559887,4.227012443,4.348773016,4.225763449,4.493542869,329.9940924,298.6620743,327.8036036,328.2881964,-61.30072343,-99.12500763,1.076923077,0.001,0.0012,0.00108,0.00108,0.00088,0.00104,0.00092,0.00095,both,42.000000000000014,,-3.787499904632568,,False,False,True,False,False,False,False,False,False,False,-59.781253814697266,-62.90625,9.33994,0.0202978618659993,460.144032,509.2186205857728,0.0698943061711612,0.0644510458926244,31.437501907348633,33.28125,2017-03-01 19:57:29,,1.2277013760000002,-62.843753814697266,-67.28125,-66.375
591326904,,0.3007296,0.3007296,0.080515224,-44.84375381,0.003520588,0.003520588,8.0,2.0,0.91580599,-252.2798684,-141.8565917,-149.3309386,-210.507916,-14.78125191,-18.56249809,-11.96875381,-14.78125381,1.006915629,-45.375,0.446267606,234.741784,33.62474781,157.5520784,29.20187793,0.697074704,0.697074704,0.209858658,0.15192196,0.15192196,0.03571959,0.02824,0.06068,,0.128228571,0.02974,0.1244,65.53125572,41.46875191,46.65625,59.90625191,,,,0.95551591,,,5.616835266,0.759616134,2.402107904,3.971992992,50.0,0.164463118,0.0,0.0,0.239497453,0.04524,0.08628,,,0.012779781,81.875,0.784172613,-30.40625191,-24.75000191,-33.4375,-31.5,,-14.84375191,-18.62499809,-12.06250381,-0.0625,-0.09375,0.833266108,1.591616148,1.62583378,1.783092138,1.699295786,401.5327123,230.6352386,266.2708225,357.7152146,-60.82512474,-79.71875,1.111111111,0.00036,0.00048,0.00044,0.0004,0.00032,0.00038,0.00038,0.00034,LeeDalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591342863,,0.002579586,0.03022069,0.004265149,,0.022251597,0.057522124,54.0,11.0,0.971621059,-203.1371505,-151.2532622,-155.8823484,-196.7964996,-19.625,-22.37499619,-23.65624619,-18.65625,0.999469842,-58.28125381,0.790043759,57.87037037,11.36363636,405.9896469,1.031810952,0.109097425,0.200939685,0.107661906,0.000550301,0.032983471,0.003695883,0.00904,0.05734,,0.018534717,0.088736,0.01858,70.71875572,64.71875572,61.78125572,75.59375381,,,,0.956367928,,,1.688031106,0.272729729,0.100920803,-0.662713177,20.0,0.103110343,0.505862188,0.0,0.235270306,0.0572,0.26448,0.04679324,,0.016869953,20.0,0.992913976,-41.90625381,-35.78125381,-35.28125381,-43.59375381,,-19.78125,-22.68749619,-23.875,-0.15625,-0.218753815,0.920207421,1.820785736,1.679495075,1.889553424,1.903141339,369.8692262,254.0291089,294.5480251,374.5315538,-60.11865346,-99.71875763,1.068965517,0.00048,0.00066,0.00058,0.0005,0.00042,0.00052,0.00046,0.00044,LeeDalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
